Начало рейса - 17 апреля 2012г. 12:27
Окончание рейса - 19 апреля 2012г. 6:32

Глубина	Время	ходы_насоса1	ходы_насоса2	вес_на_крюке	обороты_ротора	нагрузка	момент_ротора	тальблок	уровень_в_емкости	уровень_в_емкости2	уровень_в_емкости3	объем_актив_емкости	давление_на_входе	расход_на_входе	температура_на_выходе	объем_раствора	скорость_механическая	скорость_бурения	метан_абс	этан_абс	пропан_абс	бутан_абс	пентан_абс	сумм_газ	объем_в_емкости1	объем_в_емкости2	объем_в_емкости3	объем_емкости	метан_отн	этан_отн	пропан_отн	бутан_отн	пентан_отн	расход_на_выходе	дмк	число_свечей
1849,4200439453125	41016,51932870370365	0	0	0,157953962683678	0	0	0,338624656200409	1,357142806053162	1,528918385505676	1,901559352874756	0,293896973133087	62,142856597900391	0	0	-4,872211933135986	94,524581909179688	0	0	0	0	0	0	0	0	25,991704940795898	20,907871246337891	15,503246307373047	50,13214111328125	0	0	0	0	0	0	0	0
1849,4200439453125	41016,519444444442343	0	0	0,038883335888386	0	0	0,338206112384796	1,316128969192505	1,528900980949402	1,90668511390686	0,293976604938507	62,161655426025391	0	0	-4,870204448699951	94,587699890136719	0	0	0	0	0	0	0	0	25,991331100463867	20,970115661621094	15,503246307373047	50,195259094238281	0	0	0	0	0	0	0	0
1849,4200439453125	41016,519560185188311	0	0	0	0	0	0,338023006916046	1,625	1,528903841972351	1,909584879875183	0,293948322534561	62,180450439453125	0	0	-4,868220329284668	94,619979858398438	0	0	0	0	0	0	0	0	25,991357803344727	21,002645492553711	15,503246307373047	50,2275390625	0	0	0	0	0	0	0	0
1849,4200439453125	41016,519675925927004	0	0	0	0	0	0,338023006916046	2,565322637557983	1,528901338577271	1,9127117395401	0,293806552886963	62,199249267578125	0	0	-4,869543075561523	94,651283264160156	0	0	0	0	0	0	0	0	25,991336822509766	21,035442352294922	15,503246307373047	50,25885009765625	0	0	0	0	0	0	0	0
1849,4200439453125	41016,519791666665697	0	0	0	0	0	0,338114559650421	2,637096643447876	1,528902053833008	1,915713310241699	0,293826162815094	62,218044281005859	0	0	-4,869873523712158	94,685981750488281	0	0	0	0	0	0	0	0	25,991321563720703	21,070453643798828	15,503246307373047	50,293540954589844	0	0	0	0	0	0	0	0
1849,4200439453125	41016,519907407404389	0	0	0	0	0	0,338297665119171	2,637903213500977	1,52890419960022	1,917048335075378	0,294350296258926	62,236843109130859	0	0	-4,868385314941406	94,7073974609375	0	0	0	0	0	0	0	0	25,991376876831055	21,086505889892578	15,503246307373047	50,314960479736328	0	0	0	0	0	0	0	0
1849,4200439453125	41016,520023148150358	0	0	0	0	0	0,338114559650421	2,645161390304565	1,528915882110596	1,917612552642822	0,295150488615036	62,255638122558594	0	0	-4,867723941802979	94,723472595214844	0	0	0	0	0	0	0	0	25,991539001464844	21,093723297119141	15,503246307373047	50,331031799316406	0	0	0	0	0	0	0	0
1849,4200439453125	41016,520138888889051	0	0	0	0	0	0,338023006916046	2,674193620681763	1,528924345970154	1,918086051940918	0,295698434114456	62,274436950683594	0	0	-4,867889404296875	94,734771728515625	0	0	0	0	0	0	0	0	25,991708755493164	21,098258972167969	15,503246307373047	50,342330932617188	0	0	0	0	0	0	0	0
1849,4200439453125	41016,520254629627743	0	0	0	0	0	0,338023006916046	2,749193429946899	1,528927206993103	1,918544054031372	0,295798093080521	62,293231964111328	0	0	-4,86755895614624	94,741607666015625	0	0	0	0	0	0	0	0	25,991752624511719	21,103658676147461	15,503246307373047	50,349166870117188	0	0	0	0	0	0	0	0
1849,4200439453125	41016,520370370373712	0	0	0	0	0	0,337839901447296	2,756451606750488	1,528926134109497	1,918511986732483	0,29578298330307	62,312030792236328	0	0	-4,86656665802002	94,741813659667969	0	0	0	0	0	0	0	0	25,991758346557617	21,103975296020508	15,503246307373047	50,349372863769531	0	0	0	0	0	0	0	0
