Начало рейса - 6 июня 2016г. 10:42
Окончание рейса - 8 июня 2016г. 17:50

Глубина	Время	вес_на_крюке	давление_на_входе	расход_на_входе	параметр4	момент_ротора	обороты_ротора	ходы_насоса2	ходы_насоса1	температура_на_выходе	уровень_в_емкости	уровень_в_емкости4	уровень_в_емкости7	уровень_в_емкости2	уровень_в_емкости5	уровень_в_емкости3	уровень_в_емкости6	параметр5	параметр9	тальблок	объем_емкости	параметр2	нагрузка	уровень_в_долив_емкости	расход_на_выходе	скорость_спо	скорость_механическая	дмк	скорость_бурения	метан_абс	этан_абс	пропан_абс	бутан_абс	пентан_абс	сумм_газ	метан_отн	этан_отн	пропан_отн	бутан_отн	пентан_отн	сумм_газ2	максимальный_газ	общий_вес	число_свечей	объем_в_емкости1	объем_в_емкости2	объем_в_емкости3	объем_актив_емкости	объем_раствора	объем_в_емкости4	объем_в_емкости5	объем_в_емкости6	объем_в_емкости7	глубина_над_забоем	параметр1	параметр8	параметр3	параметр10	объем_в_долив_емкости	скорость_проработки	скорость_тальблока	параметр6
3425,18994140625	42527,449305555550382	21,412439346313477	0	0	0	0	0	0	0	11,699999809265137	1,100589513778687	1,100074172019958	1,899999976158142	1,628772616386414	0,028425380587578	0,020010000094771	0,009999999776483	14	0	11,821937561035156	71,136085510253906	15,695669174194336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	23,322269439697266	17,264041900634766	0,212106004357338	51,822269439697266	128,731048583984375	1,430367231369019	0,301255583763123	0,105999998748302	28,5	3425,18994140625	26,704916000366211	1,196081399917603	1,141758441925049	2,597842454910278	0	0	0	0
3425,18994140625	42527,44942129629635	21,396745681762695	0	0	0	0	0	0	0	11,699999809265137	1,102508187294006	1,100452899932861	1,899999976158142	1,629437923431396	0,028419310227036	0,020010000094771	0,009999999776483	14	0	11,821937561035156	71,196624755859375	14,908444404602051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	23,375402450561523	17,271514892578125	0,212106004357338	51,875404357910156	128,791580200195312	1,430350780487061	0,301286339759827	0,105999998748302	28,5	3425,18994140625	26,44337272644043	1,202780246734619	1,142261981964111	2,597888231277466	0	0	0	0
3425,18994140625	42527,449537037042319	21,428960800170898	0	0	0	0	0	0	0	11,699999809265137	1,101791620254517	1,09982168674469	1,899999976158142	1,629884719848633	0,028375735506415	0,020010000094771	0,009999999776483	14	0	11,821937561035156	71,183708190917969	15,269631385803223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	23,357883453369141	17,276260375976562	0,212106004357338	51,857883453369141	128,778671264648438	1,43017852306366	0,301264017820358	0,105999998748302	28,5	3425,18994140625	26,941434860229492	1,202185153961182	1,163182497024536	2,597537040710449	0	0	0	0
3425,18994140625	42527,449652777781012	21,430557250976562	0	0	0	0	0	0	0	11,699999809265137	1,099446177482605	1,100263595581055	1,899999976158142	1,630502700805664	0,026326384395361	0,020010000094771	0,009999999776483	14	0	11,821937561035156	71,130645751953125	14,801477432250977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	23,318622589111328	17,282699584960938	0,212106004357338	51,818622589111328	128,725601196289062	1,430137395858765	0,295052915811539	0,105999998748302	28,5	3425,18994140625	26,354259490966797	1,199133276939392	1,356562972068787	2,597384452819824	0	0	0	0
3425,18994140625	42527,449768518519704	21,357921600341797	0	0	0	0	0	0	0	11,699999809265137	1,094322085380554	1,09982168674469	1,899999976158142	1,630987644195557	0,026037238538265	0,020010000094771	0,009999999776483	14	0	11,821937561035156	71,01922607421875	15,504013061523438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	23,207359313964844	17,287956237792969	0,212106004357338	51,707359313964844	128,614181518554688	1,429809093475342	0,27972599864006	0,105999998748302	28,5	3425,18994140625	26,766258239746094	1,200689673423767	1,356578230857849	2,597674608230591	0	0	0	0
3425,18994140625	42527,449884259258397	21,36039924621582	0	0	0	0	0	0	0	11,699999809265137	1,09460711479187	1,100200414657593	1,899999976158142	1,631470441818237	0,026034560054541	0,020010000094771	0,009999999776483	14	0	11,821937561035156	71,016822814941406	14,413739204406738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	23,199460983276367	17,293180465698242	0,212106004357338	51,699462890625	128,611785888671875	1,430112838745117	0,275990039110184	0,105999998748302	28,5	3425,18994140625	25,492721557617188	1,202322483062744	1,356974959373474	2,597231864929199	0	0	0	0
3425,18994140625	42527,44999999999709	21,403354644775391	0	0	0	0	0	0	0	11,699999809265137	1,097765445709229	1,100452899932861	1,899999976158142	1,63165283203125	0,026035679504275	0,020010000094771	0,009999999776483	14	0	11,821937561035156	71,089881896972656	15,35798168182373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	23,269809722900391	17,29583740234375	0,212106004357338	51,769809722900391	128,684844970703125	1,430153846740723	0,27596578001976	0,105999998748302	28,5	3425,18994140625	25,374614715576172	1,151982188224792	1,356807112693787	2,597857713699341	0	0	0	0
3425,18994140625	42527,450115740735782	21,399223327636719	0	0	0	0	0	0	0	11,699999809265137	1,09608006477356	1,100452899932861	1,899999976158142	1,630959272384644	0,02603449113667	0,020010000094771	0,009999999776483	14	0	11,821937561035156	71,051101684570312	15,207221031188965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	23,238636016845703	17,288265228271484	0,212106004357338	51,738636016845703	128,64605712890625	1,430137395858765	0,275970041751862	0,105999998748302	28,5	3425,18994140625	26,851406097412109	1,147251844406128	1,356776595115662	2,597674608230591	0	0	0	0
3425,18994140625	42527,450231481481751	21,426483154296875	0	0	0	0	0	0	0	11,699999809265137	1,10066831111908	1,10013735294342	1,899999976158142	1,631496667861938	0,025961959734559	0,020010000094771	0,009999999776483	14	0	11,821937561035156	71,134254455566406	15,041199684143066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	23,317407608032227	17,293430328369141	0,212106004357338	51,817409515380859	128,729217529296875	1,429702520370483	0,275951504707336	0,105999998748302	28,5	3425,18994140625	26,02618408203125	1,200735449790955	1,373897552490234	2,597857713699341	0	0	0	0
3425,18994140625	42527,450347222220444	21,334793090820312	0	0	0	0	0	0	0	11,699999809265137	1,103929281234741	1,100074172019958	1,899999976158142	1,631664633750916	0,025373969227076	0,020010000094771	0,009999999776483	14	0	11,821937561035156	71,224151611328125	14,967803001403809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	23,410459518432617	17,295969009399414	0,212106004357338	51,910457611083984	128,819107055664062	1,430063605308533	0,273482590913773	0,105999998748302	28,5	3425,18994140625	26,560564041137695	1,152836680412292	1,428281545639038	2,597674608230591	0	0	0	0
