file,parameter,rows,count,mean,min,max
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_223_well_510\25.08-01.09.2014 рейс 55.txt,уровень_в_емкости,54617,54617,1.0443984620906215,0.238007843494415,1.628029704093933
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,вес_на_крюке,15146,15146,13.31573604574269,0.0,43.89276885986328
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,глубина,15146,15146,1853.4790406982067,1849.4200439453125,1858.15234375
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,давление_на_входе,15146,15146,12.319037926225253,0.0,176.7218475341797
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,дмк,15146,15146,0.781145990847219,0.0,36.14811706542969
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,момент_ротора,15146,15146,0.34037951755937684,0.331797242164612,0.351115465164185
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,нагрузка,15146,15146,0.375819856759909,0.0,12.488165855407717
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,обороты_ротора,15146,15146,0.0,0.0,0.0
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,расход_на_входе,15146,15146,1.7361635810619465,-0.300000011920929,20.46571159362793
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,скорость_бурения,15146,15146,0.20755488535362987,0.0,18.56913185119629
D:\diploma\wellpro-anomalies\backend\app\data\rig_files\cluster_2270_well_800\17-19.04.2012 рейс 18.txt,скорость_спо,15146,0,,,
